transaction_count,balance_native,total_gas_used,is_bot
43888,0.0017,930393560.0,1
121,52.7851,11005690.0,0
78,35.4754,1741955.0,0
165,42.5011,4074731.0,0
32,10.6435,1908932.0,0
276,99.914,17367462.0,0
9,11.4384,289000.0,0
53,21.2491,3658238.0,0
104,51.235,3620569.0,0
32719,0.029,755189182.0,1
238,23.2652,19063084.0,0
43,16.7943,4046699.0,0
24,17.3894,827088.0,0
111,23.8918,6471271.0,0
62,22.4787,6013654.0,0
48,7.6582,4413299.0,0
94,49.662,8301592.0,0
73,37.454,4149972.0,0
946,163.5663,43066499.0,0
191,50.8357,11984954.0,0
38,14.5396,1323421.0,0
47,23.6881,3714204.0,0
23214,0.0209,487933281.0,1
35672,0.0305,790236400.0,1
68,8.7439,2631579.0,0
26,12.2605,796784.0,0
39,17.9934,3603116.0,0
18,9.3527,1159760.0,0
62,20.3605,4664052.0,0
7,4.5343,210384.0,0
35,9.3546,3068915.0,0
67,3.8067,5069838.0,0
15,6.9753,807764.0,0
80,36.9894,2531503.0,0
12,11.2381,506031.0,0
21,8.7806,1660671.0,0
109,34.6571,7781919.0,0
48507,0.0177,1167912829.0,1
128,9.0492,10043191.0,0
16,12.9402,1074513.0,0
31,15.8729,658018.0,0
171,74.5243,4616744.0,0
74,37.0097,7173318.0,0
99,30.5953,4131769.0,0
29,8.3149,1638668.0,0
194,16.2935,5276381.0,0
8,5.527,664407.0,0
1,0.0,21000.0,1
41,24.2963,1597930.0,0
150,33.0611,4043025.0,0
99,48.7813,3578698.0,0
23,9.6176,2013469.0,0
114,31.4392,8545326.0,0
182,66.0219,4766710.0,0
52,14.5618,2212291.0,0
51,32.6521,3266928.0,0
30,19.8733,2826562.0,0
28,11.9669,1897493.0,0
30,10.5391,1922530.0,0
54,9.1199,1882975.0,0
100,38.7106,5956473.0,0
663,146.7273,18407756.0,0
14,12.4189,637247.0,0
63,26.195,3452439.0,0
56,8.4723,4162075.0,0
120,53.4201,3901628.0,0
14,5.0524,313525.0,0
85,28.5746,4298594.0,0
5,4.2347,140053.0,0
105,36.1915,4261350.0,0
5,9.1497,269591.0,0
46,13.7766,3538303.0,0
83,22.0925,2578263.0,0
1,0.0,21000.0,1
20,12.214,597749.0,0
382,165.0568,29471182.0,0
121,15.7827,3765736.0,0
29,5.4382,2886142.0,0
11,9.6765,766161.0,0
6,5.3109,437257.0,0
35,15.8091,2857924.0,0
36,7.2587,2741963.0,0
197,8.0518,11148014.0,0
33378,0.0104,712385214.0,1
22,1.6445,635041.0,0
99,40.6386,6723232.0,0
108,50.2904,4026522.0,0
29,21.0878,2025407.0,0
45,7.6201,4446770.0,0
31,5.946,1542741.0,0
82,27.6259,7817117.0,0
294,67.5244,19947639.0,0
78,37.6554,6402925.0,0
223,95.5676,13672223.0,0
23,11.2366,2159194.0,0
30,12.4157,1541554.0,0
78,10.353,4858994.0,0
41922,0.0462,948204494.0,1
64,34.9107,3702184.0,0
272,42.8853,26269238.0,0
46,28.6385,2014430.0,0
5,9.2596,292072.0,0
25,15.0331,1834234.0,0
53,1.9533,1130472.0,0
25,14.4536,1377448.0,0
11,2.7793,525931.0,0
72,2.7069,2181004.0,0
100,32.1445,5443650.0,0
151,30.1666,12047644.0,0
4,1.4871,250991.0,0
85,37.9873,6915297.0,0
49,15.2586,3029076.0,0
2,0.0,42000.0,1
518,243.6804,18595066.0,0
22,12.6393,1553645.0,0
107,37.8239,4968076.0,0
23152,0.0118,496923324.0,1
11,5.4725,592072.0,0
126,58.3442,10938850.0,0
83,29.2765,7708395.0,0
59,24.817,3829916.0,0
62,23.5625,5997932.0,0
26,3.333,2491695.0,0
20,9.4597,812785.0,0
16,7.2584,1000256.0,0
52,17.4546,4809767.0,0
119,30.5315,10476877.0,0
30,14.1312,907199.0,0
232,7.1014,16488979.0,0
71,24.857,5401336.0,0
34,17.5166,1053166.0,0
70,9.2847,3183174.0,0
242,7.8611,13673292.0,0
47,22.9275,2933907.0,0
132,28.5285,6393373.0,0
60,20.2563,2349951.0,0
81,34.8289,6286775.0,0
16,6.8415,949626.0,0
30,9.2518,820483.0,0
35,2.3825,2223617.0,0
66,17.453,6179618.0,0
202,13.3248,7892098.0,0
130,41.4191,5100021.0,0
61,2.8347,4442130.0,0
48,26.28,3753801.0,0
45,9.2433,3092484.0,0
77,5.3682,5823807.0,0
117,28.6485,10225432.0,0
11,6.2581,347242.0,0
54,20.2561,5087407.0,0
6,5.0011,292639.0,0
34,20.1944,2306688.0,0
128,61.2516,9936456.0,0
257,109.612,11062811.0,0
15239,0.0157,340421878.0,1
36,26.117,2589508.0,0
239,23.3903,5589826.0,0
14,8.5186,960468.0,0
141,47.4395,3973337.0,0
89,14.3716,2460144.0,0
33,12.5578,2208980.0,0
63,9.7717,1556736.0,0
207,43.8363,14407482.0,0
14,9.9518,735169.0,0
214,90.6265,20582396.0,0
16,7.5382,800581.0,0
59,31.5304,5802779.0,0
42,22.471,2452390.0,0
66,31.4375,4334245.0,0
367,56.3065,12062017.0,0
226,114.1332,18114079.0,0
81,29.7963,4782103.0,0
31,10.1615,695342.0,0
6,5.4648,441173.0,0
80,40.0535,3194928.0,0
25,8.2063,1707497.0,0
90,37.2357,2885095.0,0
20,15.8642,1291109.0,0
100,55.8395,9411416.0,0
93,41.796,5056428.0,0
21,14.2009,1985366.0,0
159,62.2078,8833086.0,0
33,20.8386,1211539.0,0
50,15.6805,3277691.0,0
21,4.4606,604677.0,0
43,7.8315,2799662.0,0
43,18.36,2699822.0,0
197,76.1368,17394848.0,0
20,15.3367,833816.0,0
116,13.9294,10652918.0,0
18,14.9351,1026228.0,0
10,4.8079,387089.0,0
72,7.2171,2477699.0,0
67,19.8289,6028843.0,0
26,9.6445,1848173.0,0
160,77.4408,11178273.0,0
50,18.7039,4480585.0,0
29,10.6104,2605925.0,0
19,11.4853,732621.0,0
45,16.7127,1545341.0,0
18,12.3687,958260.0,0
44,22.8938,3547913.0,0
183,61.5838,7026328.0,0
6,5.8736,422953.0,0
180,22.5533,6724735.0,0
17,15.3293,1088266.0,0
223,23.3226,5827921.0,0
23,6.3686,2188989.0,0
330,33.8228,20513314.0,0
16,10.5052,1224278.0,0
8,4.4542,734254.0,0
29,7.5794,2591817.0,0
59,26.0412,2958238.0,0
122,38.077,3016850.0,0
163,62.9119,11050034.0,0
9,11.3029,395445.0,0
27,12.5671,2110975.0,0
22234,0.0446,502380481.0,1
459,39.5309,21225003.0,0
347,105.292,27616655.0,0
217,108.5418,18587532.0,0
2,0.0,42000.0,1
2,0.0,42000.0,1
28,17.6954,2039466.0,0
42,20.6593,1551943.0,0
54,29.189,3674176.0,0
76,20.2346,1674607.0,0
84,12.6905,4953783.0,0
55,27.9402,3864595.0,0
104,55.4024,8013126.0,0
138,12.7598,9812023.0,0
19,14.7933,1224236.0,0
24,9.3349,1480270.0,0
38,17.2248,2543173.0,0
23,9.4585,912636.0,0
62,6.8036,4393658.0,0
81,11.0417,6894139.0,0
69,21.8587,5925201.0,0
31,7.2394,2133847.0,0
275,25.7089,25526555.0,0
345,32.574,16697280.0,0
157,39.7488,14227420.0,0
99,53.5334,2088472.0,0
35,21.1021,3229788.0,0
10,5.3942,689325.0,0
65,18.2469,1844466.0,0
5,6.6255,166687.0,0
81,40.8372,3048247.0,0
79,30.4313,3233418.0,0
87,39.9326,5829838.0,0
159,60.4021,8347832.0,0
25,16.8342,1869410.0,0
37,6.1142,2883029.0,0
93,28.571,2541896.0,0
94,42.8436,2472808.0,0
12,8.5644,328336.0,0
17,14.3472,818064.0,0
32,19.7125,2283159.0,0
23,9.505,2240857.0,0
67,6.7057,5198037.0,0
126,11.8765,9397401.0,0
13,11.1091,300500.0,0
43,6.6521,3900142.0,0
12,6.5045,1148886.0,0
4,6.3821,180022.0,0
42,16.4886,3997934.0,0
24,12.3262,2372335.0,0
351,85.9454,15563460.0,0
67,16.0347,6427100.0,0
1,0.0,21000.0,1
55,9.9921,2120710.0,0
61,35.1996,3794802.0,0
145,14.8872,12038629.0,0
16,3.3273,1280297.0,0
591,280.8548,40284340.0,0
319,138.6836,20112433.0,0
23,7.6731,593450.0,0
124,28.815,4676756.0,0
63,7.3687,2303868.0,0
40949,0.0438,893873721.0,1
130,24.5475,11695672.0,0
29,17.2783,1173073.0,0
71,31.2301,5327935.0,0
25362,0.0182,574125014.0,1
116,55.4056,9036619.0,0
63,27.628,5730653.0,0
29,14.8862,1474312.0,0
233,34.499,17611530.0,0
44,7.3041,2429656.0,0
76,27.6554,4271610.0,0
245,52.2349,6662782.0,0
205,101.6091,14485474.0,0
26,9.3119,1381142.0,0
93,16.0571,7181615.0,0
27,18.8341,943098.0,0
588,126.8156,22897103.0,0
40,5.6945,3080049.0,0
130,45.609,6041689.0,0
22,9.6584,1436279.0,0
25,20.92,688249.0,0
1,0.0,21000.0,1
98,15.0927,4621190.0,0
129,34.6877,11382014.0,0
46,7.7807,4222186.0,0
33,13.3765,2750131.0,0
30,12.4818,1467456.0,0
40,13.8108,3487618.0,0
49,7.6767,2810564.0,0
20,14.627,897624.0,0
20,7.4454,871738.0,0
6638,0.0422,142944725.0,1
430,123.3029,11189672.0,0
8,5.4566,778226.0,0
222,73.224,21583190.0,0
180,93.5371,12509569.0,0
31,14.139,983469.0,0
1,0.0,21000.0,1
5,4.2717,431389.0,0
33,10.3718,3182336.0,0
13,9.9213,1219094.0,0
27,10.9443,801917.0,0
85,31.2363,5074031.0,0
249,119.9138,14222955.0,0
89,9.5706,7154172.0,0
53,26.2165,4490945.0,0
75,20.7772,4883238.0,0
60,4.0722,2358143.0,0
162,78.7741,15691543.0,0
39,8.9783,1360288.0,0
136,55.1679,5274991.0,0
41,22.4348,2533707.0,0
123,57.2044,11946067.0,0
94,54.813,4544553.0,0
269,24.2039,26155173.0,0
33,11.6807,3052463.0,0
339,145.0501,32453849.0,0
11,3.7237,938386.0,0
29,9.3454,2009744.0,0
35,14.0844,2156512.0,0
107,47.9428,7514561.0,0
12,6.4349,828510.0,0
126,8.1731,5217179.0,0
46047,0.0435,1093055744.0,1
213,31.4978,15712326.0,0
107,38.9385,5509143.0,0
2,0.0,42000.0,1
359,47.0024,13374450.0,0
45,15.9026,3900353.0,0
22,18.5078,503815.0,0
11105,0.0051,274878015.0,1
41,8.3959,933382.0,0
96,33.167,4617669.0,0
26,18.2364,1717699.0,0
159,39.7686,7185738.0,0
75,29.1163,5488702.0,0
88,34.4209,6902709.0,0
20,8.2048,1092771.0,0
36,14.824,3201037.0,0
126,34.1893,3146998.0,0
137,71.5944,10716912.0,0
31,2.4362,3022838.0,0
22,11.8778,1685432.0,0
35,5.3717,3421578.0,0
145,35.8183,6384793.0,0
17127,0.0377,423748572.0,1
79,20.0552,3075653.0,0
117,27.284,6638218.0,0
12,11.4612,1136540.0,0
867,302.6977,81843525.0,0
177,34.4994,7320116.0,0
62,10.4424,4850056.0,0
77,20.2829,6868818.0,0
262,47.053,18242703.0,0
58,34.1862,5585137.0,0
73,10.7352,4855893.0,0
1,0.0,21000.0,1
86,38.2339,7152469.0,0
140,14.362,3496113.0,0
19,4.4472,1552404.0,0
23,8.2208,2170336.0,0
224,77.405,17572515.0,0
26,12.1657,1649671.0,0
71,32.1294,6452351.0,0
100,16.6222,2301613.0,0
155,45.6469,7048234.0,0
14,7.6904,345255.0,0
87,16.2673,2199944.0,0
19,8.7585,794326.0,0
21,4.0003,764024.0,0
13,6.5625,508166.0,0
68,37.6153,1579333.0,0
82,39.4957,5559653.0,0
53,21.4646,5029102.0,0
47,14.071,3296661.0,0
459,111.1654,39132084.0,0
73,26.4725,2501589.0,0
66,10.1178,5222223.0,0
25,12.2725,1252492.0,0
59,15.1812,3252118.0,0
68,27.3977,3361094.0,0
53,15.7795,1298118.0,0
24,10.207,1446137.0,0
139,56.7683,3406307.0,0
92,12.8269,7381127.0,0
22,15.5239,1776242.0,0
30,9.2128,1420348.0,0
257,74.9374,23357314.0,0
126,66.8399,8206926.0,0
408,91.655,10301607.0,0
148,26.7657,8555007.0,0
87,17.6712,2802374.0,0
79,43.4772,3362229.0,0
2,0.0,42000.0,1
65,21.4367,1535368.0,0
451,134.6634,26285686.0,0
255,50.1594,12913384.0,0
8,2.1484,774226.0,0
33,10.8492,2659377.0,0
79,39.6931,6715155.0,0
37,24.652,2243892.0,0
27,9.7667,2136781.0,0
131,22.2821,3813065.0,0
59,23.8086,5658140.0,0
192,85.0455,18521368.0,0
154,17.6295,12074705.0,0
276,130.4657,14356732.0,0
64,4.8801,5015640.0,0
80,21.5808,7442965.0,0
13,6.4703,528722.0,0
41,22.8988,3762238.0,0
49,17.1321,3269409.0,0
59,9.0399,1553198.0,0
175,58.3675,16948923.0,0
39,7.8306,1616845.0,0
30,5.4501,1483431.0,0
11,14.4865,805266.0,0
134,13.1246,3400266.0,0
27,8.2788,2614074.0,0
6,11.4555,354056.0,0
33,25.1976,1568988.0,0
84,32.4349,3868989.0,0
38,20.0156,2307364.0,0
67,29.8692,2991110.0,0
22,14.4785,623509.0,0
45,9.2187,3264981.0,0
2,0.0,42000.0,1
43,9.8256,1431681.0,0
64,26.9816,4037697.0,0
6,2.5668,505307.0,0
170,20.1405,13396082.0,0
78,30.8831,7188307.0,0
149,20.6547,9543144.0,0
35,16.5333,1665849.0,0
73,30.0916,3034595.0,0
352,151.9739,32101009.0,0
171,82.9754,9798812.0,0
19,4.7473,1647230.0,0
6,3.8987,219388.0,0
17,8.4853,1152166.0,0
90,36.374,5871926.0,0
159,63.7368,5043853.0,0
50,7.8183,1432990.0,0
18,8.8278,1127617.0,0
32,12.2614,2694149.0,0
18,11.0077,930239.0,0
98,2.3766,3547684.0,0
16,8.7966,979911.0,0
143,11.9665,7362136.0,0
140,9.6271,6247750.0,0
12,3.1713,269101.0,0
87,41.0436,2471993.0,0
38,5.7835,1650881.0,0
184,93.648,15726980.0,0
72,37.3665,6879624.0,0
11,12.3864,966302.0,0
9,11.0627,757121.0,0
48,11.069,3158726.0,0
26,2.3666,1480713.0,0
26,17.7519,941195.0,0
160,61.6761,13192397.0,0
4,4.0892,217541.0,0
8,4.9675,668525.0,0
37,19.1692,3639157.0,0
293,32.1745,14641627.0,0
27,11.1276,2405799.0,0
114,13.4549,6939376.0,0
1,0.0,21000.0,1
18,9.9498,1393700.0,0
415,90.7075,9595995.0,0
43,21.4806,940214.0,0
28,17.0291,1649244.0,0
42,22.7502,2311301.0,0
19,7.1129,722319.0,0
53,20.9201,1699259.0,0
594,155.9636,35898301.0,0
100,46.8953,3493793.0,0
46,22.0666,2267617.0,0
46,11.2424,3396293.0,0
55,24.1599,4875032.0,0
44,18.2372,3990167.0,0
34763,0.0331,756519620.0,1
6,10.7086,234564.0,0
51,13.1144,4524794.0,0
15,9.6651,1324542.0,0
99,13.014,6048832.0,0
72,27.1022,5035781.0,0
16,5.2056,1424281.0,0
413,203.525,30828747.0,0
237,21.7316,8324833.0,0
50,10.3562,4133270.0,0
47,7.3952,1196007.0,0
182,54.8994,14358547.0,0
39,13.4528,3112243.0,0
138,39.3107,10498489.0,0
200,5.0732,15653584.0,0
168,10.505,15162814.0,0
77,10.2111,5358965.0,0
140,33.2565,6895838.0,0
47890,0.0443,1131232857.0,1
20,4.3191,868362.0,0
241,116.7407,12903366.0,0
15,10.4624,1009197.0,0
42,21.7462,3393916.0,0
40,13.6012,2891481.0,0
20,11.0412,759493.0,0
105,24.7267,6611567.0,0
28,19.1194,939831.0,0
116,26.3547,3327590.0,0
19,7.9642,1172324.0,0
5,6.4349,498738.0,0
26,17.179,983731.0,0
72,26.5739,6959419.0,0
34,19.504,2866955.0,0
8,4.3536,289643.0,0
8,5.6283,393766.0,0
23,6.1933,1068054.0,0
41,26.2024,2228576.0,0
36,21.2505,2790586.0,0
102,10.6747,2999456.0,0
32,22.8053,1685446.0,0
70,31.804,2700370.0,0
98,9.3983,7170744.0,0
3,1.6191,184868.0,0
94,20.504,7755004.0,0
14,14.4002,752942.0,0
58,31.4761,2521717.0,0
18,14.7646,1095457.0,0
41,5.749,3699067.0,0
20,6.0195,648195.0,0
86,42.4327,1827543.0,0
224,94.7585,12497315.0,0
57,12.6441,1797205.0,0
61,13.0593,6033629.0,0
208,61.1283,5414650.0,0
53,19.5272,3891893.0,0
39,7.5158,1405690.0,0
507,223.2451,41606220.0,0
182,63.0879,17142660.0,0
50,4.7005,1320592.0,0
111,61.9837,2627019.0,0
45,16.744,3522287.0,0
84,23.98,6272918.0,0
44,19.9591,4023154.0,0
185,94.3473,12872358.0,0
45,11.867,2624982.0,0
7,4.491,665315.0,0
16,11.3913,1422246.0,0
27,15.8047,2535904.0,0
23,10.3789,1054959.0,0
11,5.5192,1067035.0,0
31,15.7126,3007695.0,0
66,13.1526,4789388.0,0
29,18.4966,913947.0,0
20,13.7483,1133921.0,0
72,32.8632,2171191.0,0
7,2.2622,185443.0,0
12,8.7244,584197.0,0
19,0.9699,573161.0,0
253,119.02,8823778.0,0
115,57.3624,9840740.0,0
25,4.2906,2016556.0,0
32,12.9725,1226756.0,0
91,39.5525,8159943.0,0
15,13.1304,614498.0,0
107,56.9635,10657455.0,0
29,20.8931,2635772.0,0
44,16.9495,1019428.0,0
51,23.5979,3417781.0,0
17,11.9376,677709.0,0
5,7.9231,481331.0,0
20,10.2216,1386737.0,0
65,34.3158,2060713.0,0
88,14.9143,2624265.0,0
358,121.9283,26153759.0,0
30,7.5128,693327.0,0
2,0.0,42000.0,1
22,12.9026,1229984.0,0
148,31.3678,9324024.0,0
22,7.8435,464636.0,0
18,12.4516,793350.0,0
6,10.2296,259387.0,0
22,16.8255,1888576.0,0
72,34.3736,5435797.0,0
82,6.2583,7423682.0,0
99,36.7063,9138089.0,0
92,48.2387,6478147.0,0
6114,0.0072,145531071.0,1
12,13.3889,1018782.0,0
17,8.9374,1601069.0,0
155,69.5359,8487499.0,0
25,1.8796,1660085.0,0
49,11.2286,3221719.0,0
66,37.8477,6112036.0,0
240,114.5537,22965278.0,0
86,4.7449,7760108.0,0
57,13.0301,4499246.0,0
42,22.9538,1997868.0,0
15,9.9884,568500.0,0
35,18.9682,1147296.0,0
65,21.2941,5626378.0,0
16,5.2198,773836.0,0
25,14.939,1985864.0,0
46,12.4876,1700914.0,0
1,0.0,21000.0,1
191,68.0644,16433787.0,0
1,0.0,21000.0,1
305,62.375,7392149.0,0
137,39.081,2976515.0,0
326,129.3506,30817639.0,0
77,42.8537,4467421.0,0
30,21.0923,2228498.0,0
42,5.6421,2386367.0,0
8,1.4165,207075.0,0
140,36.9081,5074207.0,0
38,14.8268,1151631.0,0
97,15.8153,5786483.0,0
72,25.4271,4710596.0,0
74,28.0403,6615678.0,0
202,86.2524,6646103.0,0
212,34.4151,4947560.0,0
5,11.1697,232804.0,0
182,25.4446,14807809.0,0
149,60.4596,4479406.0,0
12,2.98,825824.0,0
76,39.4698,1914751.0,0
88,33.8348,8421314.0,0
86,14.956,3583800.0,0
109,14.2061,9880017.0,0
142,72.6792,3841282.0,0
57,25.1762,4787758.0,0
6,4.5289,545791.0,0
65,16.1716,5502363.0,0
104,19.2852,2209686.0,0
10,8.6083,654230.0,0
2,0.0,42000.0,1
28,6.6543,855150.0,0
39,15.4068,3896959.0,0
45,19.7072,1172592.0,0
192,45.6357,9025280.0,0
60,19.8137,4122761.0,0
13,4.4825,919534.0,0
49,19.6036,3352838.0,0
37,26.3204,3235830.0,0
116,30.8067,4787085.0,0
34,7.6334,1342981.0,0
69,15.87,1605122.0,0
9,3.1398,465765.0,0
98,38.3166,7749911.0,0
45,9.9697,2043999.0,0
84,37.1928,6092581.0,0
82,14.5035,6343910.0,0
37,17.1196,1475809.0,0
112,20.2092,10166345.0,0
8,6.1732,273881.0,0
38,17.9684,1267985.0,0
36,14.7488,2814017.0,0
13,11.2447,1044624.0,0
56,28.0407,3912268.0,0
40,9.7771,1236044.0,0
23109,0.0134,505388145.0,1
62,7.0108,4246009.0,0
73,28.4623,5224218.0,0
105,44.4161,3375168.0,0
155,45.7923,15328188.0,0
47,16.8943,3301503.0,0
615,17.5543,60153990.0,0
201,93.3523,6604155.0,0
59,9.5339,5797468.0,0
57,35.7652,3916507.0,0
93,35.1673,2934120.0,0
91,19.5787,3012824.0,0
